Text,label
kompetisi masih belum jelas,netral
Pemerintah PSSI cukup mengapresiasi prestasi timnas sepak bola Indonesia,netral
english league epl main ball indonesian football isl pssi,positif
Ketua PSSI mohon pemerintah izinkan liga bergulir,netral
sandy walsh jordi benar-benar jalani pengambilan sumpah warga negara indonesia bolaskorcom PSSI Timnas Indonesia newsbola,positif
iwan bule conveys good news naturalization process sandy walsh jordi iwanbule jordiamat pssi sandywalsh,positif
Proses naturalisasi Shayne Pattynama bawa sidang paripurna DPR setujui bolaskorcom PSSI Timnas Indonesia newsbola,netral
Happy November Hero 's Day PSSI PSSI East Java Hero 's Day,positif
"masa depan , selamat Piala Dunia dukungan olahraga LGBT pegang negara barat negara mayoritas non muslim , norma agama PSSI Fifa World Cup FIFA World Cup",positif
"fear PSSI 's preparation Indonesian national team optimal , bola , scorecom PSSI , Indonesian national team newsbola",netral
Indonesian Football Transformation Task Force task improve improve management Indonesian football bolaskorcom bolaindonesia PSSI Liga,netral
tonight 's big match hellas verona v juventus friday november kick wib mariobola national teamindonesia soccer pssi persib newsfootball jersey futsalindonesia persija jerseyfutsal ligainggris infobola national teamday bola schedule,netral
"allege premeditated murder victim , police prosecute PSSI , PSSI premeditated murder",negatif
ji stadium home piala aff timnas indonesia,netral
